section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Dan ;Rodricks; drodricks@baltsun.com;twitter.com/DanRodricks,Impeachable offense: Ignoring climate change,223206,927,47,0,26,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Julian Hayes II; Inc.,"Don't even try for work-life balance; 
Break work into seasons, set hierarchy list",223207,652,31,0,4,0,0,0,0
features,2019-06-23,20190623,"Sun, The (Baltimore, MD)",David Zurawik; david.zurawik@baltsun.com;twitter.com/davidzurawik,"Will Trump get away with trolling the Democratic debates?; 
Z on TV",223208,1670,85,0,20,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Terry Savage,"The hows and whys of your credit score; 
The Savage Truth",223209,635,37,0,5,0,0,0,0
life and travel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,The Baltimore Sun's Business and Civic Hall of Fame Dinner,223210,281,20,1,0,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Erin B. Logan; Baltimore Sun Media Group,Howard immigration nonprofit looks into restructuring,223211,883,37,0,6,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","David Dreier; David Dreier is Chairman of Tribune Publishing Company, which owns The Baltimore Sun and Capital Gazette.",A reminder of journalism's value,223213,532,27,2,4,0,0,0,0
features,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Lillian Reed; The Baltimore Sun; 
lireed@baltsun.com;twitter.com/LillianEReed","Josh Charles; 
shows off his sexiest 'Bawlmer' accent; 
on Jimmy Fallon",223214,210,9,0,0,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Jonah Goldberg; Jonah Goldberg is a fellow at the American Enterprise Institute and a senior editor of National Review. His latest book is ""The Suicide of the West."" Email: goldbergcolumn@gmail.com; Twitter: @JonahNRO.",Personality is Trump's biggest obstacle in 2020,223215,774,77,1,12,0,0,0,0
life and travel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Jae-Ha Kim; Tribune Content Agency,"'Bosch' actor sings praises of Mo'orea; 
CELEBRITY TRAVELER",223216,618,37,1,0,0,0,0,0
features,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Chris Kaltenbach; The Baltimore Sun; 
ckaltenbach@baltsun.com;twitter.com/chriskaltsun",Actress Dyan Cannon shooting 'Hope's Legacy' in Baltimore County,223217,288,9,0,2,0,0,0,0
anne arundel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,Gallery notes,223218,783,50,0,8,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Janet Bodnar; Kiplinger,"Avoid password nightmare; 
Both spouses need access to crucial information; 
in case one dies",223219,501,26,0,2,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Katie V. Jones; Baltimore Sun Media Group,Pair starts birdhouse project to take on mosquito issue,223220,843,54,0,2,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Frederick N. Rasmussen; The Baltimore Sun; 
fred.rasmussen@baltsun.com","Mary A. Schumaker; 
Former gallery owner, nonprofit founder who was known for her gourmet cooking and being a genial host, dies at 84",223221,888,64,0,0,0,0,0,0
anne arundel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,Announcements,223222,2752,473,20,9,0,0,0,0
anne arundel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Danielle Ohl; Baltimore Sun Media Group,"Council passes budget; 
Two aldermen vote against Annapolis $145M spending plan",223223,796,37,0,6,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Justin Fenton; The Baltimore Sun; 
jfenton@baltsun.com;twitter.com/justin_fenton","Monsters; 
Sgt. Wayne Jenkins was on a mission to find big dealers; 
and steal their drugs and cash. Then the feds found him.",223224,5455,347,7,86,0,1,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,Soccer team deserves greater financial support,223225,808,40,1,5,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",#NAME?,"REAL ID ran into a real snag; 
Over a year after rollout, the MVA realized it had a  problem",223227,576,19,1,4,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Jess Nocera; Baltimore Sun Media Group,"Howard schools expecting enrollment increase; 
Projection announced as system started redistricting process",223228,589,28,0,3,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,Calendar,223229,896,92,5,6,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Talia Richman; The Baltimore Sun; 
trichman@baltsun.com;twitter.com/TaliRichman","'Look how close he is!'; 
Maryland Zoo celebrates opening of revamped African Journey exhibits",223230,737,36,0,3,0,0,0,0
features,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Mary Carole McCauley; The Baltimore Sun; 
mmccauley@baltsun.com;twitter.com/mcmccauley","Here comes 'Hamilton'; 
What you need know about the musical that took over the world",223231,1561,112,0,9,0,0,0,0
life and travel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Heidi Stevens; hstevens@chicagotribune.com;Twitter @heidistevens13,"Baseball enthusiast's dream falls just short; 
Fan Steve Mullins,; 
who hoped to visit 100th minor league park, has died at 86; 
Balancing Act",223232,831,57,0,2,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,"Building a better world, one bed at a time",223233,105,5,0,4,0,0,0,0
anne arundel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Lauren Lumpkin; Baltimore Sun Media Group,"'You get a good education and the whole world opens up'; 
Teacher got start at Woodside Elementary and has retired after 41 years",223234,1064,67,0,5,0,0,0,0
features,2019-06-23,20190623,"Sun, The (Baltimore, MD)",ckaltenbach@baltsun.com;twitter.com/chriskaltsun,'Hamilton',223235,671,41,0,3,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,About this series,223236,127,5,2,3,0,0,0,0
anne arundel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Rachael Pacella; Baltimore Sun Media Group,"Riprap? You can stick a plant in it; 
The wildlife service is trying out a new technique; 
to prevent erosion on waterfront properties",223237,503,27,0,5,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",#NAME?,Catonsville saw wettest year ever,223238,284,14,0,2,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Talia Richman ;and Christina Tkacik; The Baltimore Sun; 
trichman@baltsun.com;twitter.com/TaliRichman","Public Works: Water restored to Poe Homes in West Baltimore; 
Residents without service since Monday after main broke, atttempted fixes failed",223239,651,32,1,3,0,0,0,0
life and travel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,Tivoli still remains Rome's great escape,223240,836,40,0,8,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,Around Howard County,223241,543,15,0,10,0,0,0,0
life and travel,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Allana Haynes; Baltimore Sun Media; 
ahaynes@baltsun.com","Pride not prejudice; 
Howard County churches open doors as 'welcoming,' LGBTQ-friendly congregations",223242,1126,49,1,25,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Jessica Anderson; The Baltimore Sun; 
jkanderson@baltsun.com;twitter.com/janders5","Trump appears to delay ICE raids; 
Immigration arrests had been expected to begin; 
in Baltimore, other cities",223243,795,45,4,10,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Amber Dowling; Variety,"Mental health a new wrinkle in reality TV; 
Producers offering contestants; 
more assistance in wake of tragedies",223244,941,41,0,19,0,0,0,0
anne arundel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Danielle Ohl; Baltimore Sun Media Group,"Exec endorses Ward 6 write-in candidate; 
Pittman sees connection with the communities as assets for City Council",223245,614,33,0,10,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Jean Marbella; The Baltimore Sun; 
jean.marbella@baltsun.com;twitter.com/jean_marbella","A snow globe,; 
a poem, a home; 
Capital Gazette shooting victims are revealed; 
and recalled in the things they left behind",223247,2514,134,1,11,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Lena Tashjian; Lena Tashjian is an English teacher at Baltimore City College High School; her email is lenatashjian@gmail.com.,"Baltimore teacher: 'When I see the squeegee boys, I see my kids'",223248,703,42,0,0,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",cdinsmore@baltsun.com;twitter.com/CKDinsmore,"Seeking nominations; 
for the Baltimore region's Top Workplaces",223249,368,21,4,2,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",NA,Politicians raise taxes to meet our demand for great schools,223250,700,33,0,7,0,0,0,0
life and travel,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Story and photos ;by Alan Behr; Tribune News Service,"Eating like  a king in Europe; 
Thanks to some fine dining, a business trip to Zurich and Hamburg doesn't feel like hard work",223251,1282,57,0,11,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Scott Dance ;and Alison Knezevich; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance","Power plant stirs climate questions; 
Proposal would revive Baltimore County facility",223252,1274,55,1,19,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Jessica Stillman; Inc.,"What would you tell your younger self?; 
Study finds many people have similar regrets, life lessons",223253,754,50,0,3,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Jess Nocera; Baltimore Sun Media Group,"How do you spell champion? S-A-K-E-T-H; 
Howard County 13-year-old was named co-champion at Scripps National Spelling Bee",223254,770,43,1,3,0,0,0,0
howard,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Jess Nocera; Howard County Times,Howard schools look to diversify teaching staff,223255,632,27,0,6,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",#NAME?,Maryland Republican Party to host  Pence at  fundraiser,223256,188,10,0,1,0,0,0,0
features,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Sameer Rao; The Baltimore Sun; 
srao@baltsun.com;twitter.com/amancalledsrao",Alt-rock stars Gin Blossoms to headline Fells Point Fun Fest,223257,190,8,0,2,0,0,0,0
main news,2019-06-23,20190623,"Sun, The (Baltimore, MD)",Justin Fenton; The Baltimore Sun,'Why didn't you know?',223258,631,38,1,9,0,0,0,0
life and travel,2019-06-23,20190623,"Sun, The (Baltimore, MD)","Christina Tkacik; The Baltimore Sun; 
ctkacik@baltsun.com;twitter.com/xtinatkacik","At Keystone Korner, jazz and food, reincarnated; 
quick bite",223259,561,31,0,4,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Fred Lazarus,Fashion designer Cromartie represents 'best of the city',223260,521,24,0,1,1,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Adam Sutton,Shunning people won't change them,223261,692,51,0,6,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",NA,National best-sellers,223262,338,25,0,1,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Libby Solomon; Towson Times; 
asolomon@baltsun.com;twitter.com/libsolomon","County Council to vote on drug facility contract; 
Health department director says Owings Mills residential treatment center would help address the opioid epidemic",223263,397,17,0,5,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Mary Carole McCauley; The Baltimore Sun; 
mmccauley@baltsun.com;twitter.com/mcmccauley","Here comes 'Hamilton'; 
What you need know about the musical that took over the world",223264,1495,109,0,9,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","McKenna Oxenden; The Baltimore Sun; 
moxenden@baltsun.com;twitter.com/mack_oxenden","Survey highlights; 
pot use; 
by drivers; 
AAA: 70% of Americans think they're unlikely to be caught while driving high",223265,694,34,0,1,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Ian Duncan; The Baltimore Sun; 
iduncan@baltsun.com;twitter.com/iduncan","From a corporate career to IT crisis; 
Johnson, who left Intel job to work for the city, faces ransomware's aftermath",223266,1502,78,1,17,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Christina Tkacik; The Baltimore Sun; 
ctkacik@baltsun.com;twitter.com/xtinatkacik","We all scream for; 
snowballs; 
10 Baltimore-area stands worth your time",223269,1265,78,2,6,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Lorraine Mirabella; The Baltimore Sun; 
lorraine.mirabella@ baltsun.com;twitter.com/lmirabella","Grants totaling $2.7M to aid city neighborhoods; 
T. Rowe Price Foundation funding intended to increase opportunities",223271,536,23,0,3,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Michael Phillips,"Summer fun: Adventures in babysitting a devil doll; 
'Annabelle Comes Home' ***",223272,592,29,0,8,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Luke Broadwater; The Baltimore Sun; 
luke.broadwater@baltsun.com;twitter.com/lukebroadwater",Ruling on Md. gerrymandering case likely Thursday,223273,321,14,0,8,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)",NA,"Pools remain closed due; 
to maintenance issues",223274,340,14,0,3,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)",NA,Recognize journalists' sacrifice,223275,764,42,2,9,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Amy Dickinson,"Parent feels left out over ex's 'secret'; 
Ask Amy",223276,705,44,0,5,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Kevin Rector, Thalia Juarez and Jess Nocera; The Baltimore Sun","ICE agents deploy in Md.; 
Sightings of feds'; 
'criminal enforcement' in Howard County",223277,1297,54,2,24,0,0,0,0
health and style,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Rita Giordano; Philadelphia Inquirer,Fat-shamed children likelier to deal with long-term obesity,223278,587,24,0,10,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)",#NAME?,"James R. 'Bob' Reigle, an accountant and auditor who worked for state of Maryland",223279,284,19,0,1,2,0,0,0
health and style,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Aramide Esubi; Tribune Content Agency,How to spot quality clothing,223280,529,28,0,3,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)",NA,We need to know more about Dunbar principal,223281,853,55,1,8,2,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",ckaltenbach@baltsun.com;twitter.com/chriskaltsun,Mud Day,223282,242,17,2,2,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Talia Richman; The Baltimore Sun; 
trichman@baltsun.com;twitter.com/TaliRichman","Principal in graduation scandal to lead Dunbar; 
Baltimore board selects Reeves despite controversy; 
at Washington, D.C., school",223283,769,41,0,6,4,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Julia M. Klein,"Hemon sees 'a trail of homelands'; 
Memories of a migrant family; 
book review",223284,843,42,0,6,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",NA,NOW PLAYING,223285,632,22,0,3,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",NA,Three tips for playing a live tournament series,223286,532,39,0,0,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Sarah Meehan; The Baltimore Sun; 
smeehan@baltsun.com","Digging into the city's mess; 
Litter abounds in Baltimore, but managing it is complicated by larger issues",223287,1306,67,1,11,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Kate Sam,We can't turn away from crisis on border,223288,695,32,1,10,0,0,0,0
main news,2019-06-27,20190627,"Sun, The (Baltimore, MD)","Jessica Anderson; The Baltimore Sun; 
jkanderson@baltsun.com;twitter.com/janders5","Sherry Elberfeld; 
Taught at the McDonogh School and St. James Academy, where she started the annual Christmas bazaar in the '70s",223289,858,93,0,4,0,0,0,0
other,2019-06-27,20190627,"Sun, The (Baltimore, MD)",Rich Heldenfels; Tribune News Service,'Red Line' all wrapped up at end of limited series,223290,572,40,2,4,0,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)","John-John Williams IV; The Baltimore Sun; 
john-john.williams@baltsun.com;twitter.com/popcouturejjw4",Hundreds run to help Baltimore's homeless,223291,650,43,3,0,0,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)",Rachael Pacella; Baltimore Sun Media Group,Church's graves safer from floods,223292,403,18,0,3,0,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)",NA,"Woman killed, baby injured by car in parking lot; 
Missing kayaker's body recovered from creek; 
Man falls into water from pier and dies in Edgewater; 
Police find man fatally shot in Southwest Baltimore; 
Police remove protesters from drag show at library; 
2-year-old girl killed in Friday crash is identified",223293,899,41,6,11,0,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)","Alison Knezevich; The Baltimore Sun; 
alisonk@baltsun.com;twitter.com/aliknez","Economist's work raises questions; 
Conflict of interest concerns reported as Baltimore County considers contract",223294,962,45,1,42,2,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)",Vincent DeMarco,Md.'s Prescription Drug Affordability Board an example for rest of America,223295,778,33,0,11,0,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)","Hallie Miller; The Baltimore Sun; 
hmiller@baltsun.com;twitter.com/MsHallieMiller","Adjoined houses are 'nightmare' to demolish; 
Plans for new Park Heights synagogue and community center would split duplex",223296,894,40,1,14,0,1,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)","Colin Campbell; The Baltimore Sun; 
cmcampbell@baltsun.com;twitter.com/cmcampbell6","The 'secret' beneath; 
Federal Hill's tunnels continue to fascinate Baltimoreans, visitors",223298,1532,67,4,11,0,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)","Scott Dance; The Baltimore Sun; 
sdance@baltsun.com;twitter.com/ssdance","Parents' wallets will get a break; 
Under new law, more taxpayers can claim state's child care tax credit",223299,1102,50,1,7,0,0,0,0
main news,2019-07-01,20190701,"Sun, The (Baltimore, MD)",NA,Plainclothes cops have too much baggage,223301,823,42,2,16,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",Robert Giaimo,"It's all up to; 
the states to end partisan voting maps",223302,754,26,0,13,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",Juliana Kim; The Baltimore Sun,"Play me! 'I'm the piano, man'; 
Public music experiment; 
in Baltimore subway; 
station begs for players",223303,678,34,0,3,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",NA,"Southern California rattled by strongest quake in 20 years; 
NEWS BRIEFING; 
Staff and news services; 
Australian student released in North Korea says 'I'm OK'; 
Mexico's federal police block highways on 2nd day of strike; 
Somalia cuts diplomatic ties with Guinea over Somaliland; 
Pig fever outbreak called 'complicated and grim'; 
Iran says no talks with US unless OK'd by Khamenei",223304,1014,43,0,15,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)","Mary Carole McCauley; The Baltimore Sun; 
mmccauley@baltsun.com;twitter.com/mcmccauley","Barbara Zirkin; 
Lifelong educator, former associate dean of Stevenson University and early developer of online learning programs",223305,864,57,0,5,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)","Christina Tkacik; The Baltimore Sun; 
ctkacik@baltsun.com;twitter.com/xtinatkacik",Frederick Douglass' son founded resort town,223306,276,16,2,0,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",Robert E. Nolan,Address ransomware before another attack on city occurs,223308,700,34,0,15,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",Betsy Nicholas ;and Angela Haren,Our role in keeping bay clean,223309,664,30,0,4,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)","Ian Duncan; The Baltimore Sun; 
iduncan@baltsun.com;twitter.com/iduncan","Officials; 
consider; 
ransom; 
strategy; 
Fla. city's use of cyber; 
insurance coverage; 
offers possible path",223310,1204,62,0,18,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",NA,"All hail the (drag) queen; 
of Anne Arundel storytime",223311,709,48,0,5,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",E.B. Furgurson III; Baltimore Sun Media Group,"New U.S. citizens gather in Annapolis; 
22 people from 15 different nations leave as Americans to celebrate Fourth of July",223312,571,35,0,0,0,0,0,0
main news,2019-07-05,20190705,"Sun, The (Baltimore, MD)",NA,Alt-Fact of the Week: America's fact-checker,223313,706,42,0,5,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)","Jacques Kelly; The Baltimore Sun; 
jacques.kelly@baltsun.com","T. Michael McInnis; 
'Most everything in life came easy to him.' Former General Elevator president, skiing, exercise and Orioles fan",223315,689,60,0,2,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",Amy Dickinson,"Nude portrait won't go on tour; 
Ask Amy",223316,736,51,0,5,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",Erika Butler; Baltimore Sun Media Group,"Police: Accused Edgewood shooter, teen killed were gang rivals",223317,323,14,1,11,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",NA,"Streisand gets 'Lost' with Kristofferson; 
CELEBRITIES; 
Tribune news services",223319,549,28,1,3,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)","Ian Duncan; The Baltimore Sun; 
iduncan@baltsun.com",Spending board mistakenly voted to all but wipe out homeowners' taxes,223321,318,13,0,3,0,0,0,0
business,2019-07-09,20190709,"Sun, The (Baltimore, MD)",Layan Odeh and Matthew Martin,Saudi budget carrier backs off Boeing order,223322,483,20,2,5,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",Jules Witcover,Get ready for another overcrowded round of candidate debates,223323,668,31,0,10,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)","Colin Campbell; The Baltimore Sun; 
cmcampbell@baltsun.com;twitter.com/cmcampbell6","New lead for transportation department; 
Mayor moves general services agency head to troubled sector; city employee nominated as his replacement",223324,714,30,2,6,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",NA,Bernie Sanders is the gold standard in 2020,223325,839,48,4,3,1,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",NA,Maryland needs to keep its electric vehicle credits rolling,223326,781,46,0,6,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",Tarot.com,HOROSCOPES,223327,587,59,0,8,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",NA,AROUND THE REGION,223328,602,25,3,13,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",Mary Grace Keller; Baltimore Sun Media Group,Ex-principal gets 22 years for child porn,223329,331,19,0,2,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen,"Valerie A. Donley, former teacher",223330,346,22,0,2,0,0,0,0
main news,2019-07-09,20190709,"Sun, The (Baltimore, MD)","Tim Prudente; The Baltimore Sun; 
tprudente@baltsun.com;twitter.com/Tim_Prudente",Indictment alleges violence and camaraderie in drug crew,223331,819,56,1,21,0,0,0,0
main news,2019-07-13,20190713,"Sun, The (Baltimore, MD)",NA,"Baltimore's haters can stay in their joyless suburbs; 
Your Turn",223332,501,29,1,2,0,0,0,0
main news,2019-07-13,20190713,"Sun, The (Baltimore, MD)",Jacques Kelly,"Dr. Theodore C. Patterson; 
Dundalk family physician was active in community affairs; 
and participated in events that highlighted local history",223333,844,72,2,1,0,0,0,0
main news,2019-07-13,20190713,"Sun, The (Baltimore, MD)",Jacques Kelly,"City's churning underbelly can collapse streets; 
Baltimore's unpredictable infrastructure means people sometimes need to be careful where they drive or walk",223334,647,31,1,7,0,0,0,0
main news,2019-07-13,20190713,"Sun, The (Baltimore, MD)",Luke Broadwater;and Libby Solomon,"Across Maryland, activists rally against planned ICE raids; 
Baltimore leaders declare their support for city's immigrant population",223336,882,39,2,12,0,0,0,0
main news,2019-07-13,20190713,"Sun, The (Baltimore, MD)",NA,"Rabbis: ICE raids harm; 
our community",223337,773,37,1,14,0,0,0,0
main news,2019-07-13,20190713,"Sun, The (Baltimore, MD)",David Zurawik,"Trump's social media summit was a green light for far-right operatives to let it rip in 2020 race; 
Z on TV",223338,658,33,1,14,0,0,0,0
main news,2019-07-13,20190713,"Sun, The (Baltimore, MD)",Christine Condon,"Restoration project; 
Morgan State students working to return chapel to former glory",223339,637,27,0,7,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Frederick N. Rasmussen,"Earlene Reed Harvey; 
Noted Baltimore jazz vocalist, who performed with Natalie Cole, James Brown and Della Reese, recalled as a 'legend'",223342,1115,74,2,2,1,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",NA,"Endowment chair: BSO musicians are the best, but we can't ignore finances",223343,795,29,0,15,4,0,0,0
taste,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Christina Tkacik,"Chef Chad Wells to open new restaurant in Howard County; 
baltimore diner",223344,205,11,0,0,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Kevin Rector,"City's buildings to get security boost; 
Upgrades at Baltimore municipal facilities come after fired employee gained access the day before ransomware attack",223345,1023,38,3,16,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Jessica Anderson,"Shift ending, police supervisor led 2 into methadone clinic scene",223346,743,44,1,5,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Eboni Zook,Urban teachers don't get summers off,223347,757,38,0,11,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)","Wilborn P. Nobles III, ;Colin Campbell ;and McKenna Oxenden","Suspect identified; 
in clinic shooting; 
Investigators believe gunman was patient; victim is also ID'd",223348,939,60,1,10,0,3,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",NA,"Amid opioid epidemic, don't let Baltimore shootings fuel critics of methadone clinics",223349,610,31,0,9,0,0,0,0
taste,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Catalina Righter,"11 ice cream spots in Carroll County to check out; 
baltimore diner",223350,555,28,1,6,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Dan ;Rodricks,Loyal constituents pushing Sarbanes to support impeachment inquiry,223351,916,43,1,45,0,0,0,0
taste,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Christina Tkacik,"Food marketplace planned for Baltimore's Whitehall Mill; 
baltimore diner",223352,314,16,2,0,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Phil Davis,"Wen forced out as CEO of Planned Parenthood; 
Baltimore's former health commissioner removed, cites 'differences' with board",223353,670,30,1,6,0,0,0,0
taste,2019-07-17,20190717,"Sun, The (Baltimore, MD)",America's Test Kitchen,Key to a crisp chopped salad is salting ahead of time,223354,537,32,0,1,0,0,0,0
main news,2019-07-17,20190717,"Sun, The (Baltimore, MD)",Luke Broadwater,Audit accuses state agency of lax grant oversight,223355,470,19,0,11,16,0,0,0
